build,crate,test,status,compile_seconds,mean_s,stddev_s,median_s,min_s,max_s,runs,timestamp,job_id,tests_requested,tests_run,test_threads,excluded_failed
visit-fix-bsan,bytes-1.11.1,__calibration__,calibration,14.158,1.9615197476666666,0.37940243555411757,1.9346902350000001,1.596244207,2.353624801,3,2026-09-23T20:29:27Z,2158117.0,0,0,4,0
visit-fix-bsan,bytes-1.11.1,__concurrent__,success,14.158,22.083895243666664,2.96635076363137,21.539586994,19.427392125,25.284706612,3,2026-09-23T20:30:58Z,2158117.0,981,982,4,0
visit-fix-bsan,parking_lot-0.12.5,__calibration__,calibration,9.843,0.6217444173333333,0.12635001767884055,0.638310503,0.48792850800000004,0.738994241,3,2026-09-23T20:29:15Z,2158117.1,0,0,4,0
visit-fix-bsan,parking_lot-0.12.5,__concurrent__,success,9.843,19.097977675666666,1.974068883021898,19.533996316,16.942350291,20.81758642,3,2026-09-23T20:30:36Z,2158117.1,76,76,4,0
visit-fix-bsan,slab-0.4.12,__calibration__,calibration,13.528,0.440032226,0.06399793200397351,0.410734617,0.395927538,0.513434523,3,2026-09-23T20:29:14Z,2158117.2,0,0,4,0
visit-fix-bsan,slab-0.4.12,__concurrent__,success,13.528,1.2892617263333332,0.26060999023312426,1.287945014,1.029312587,1.550527578,3,2026-09-23T20:29:19Z,2158117.2,47,47,4,0
visit-fix-bsan,crossbeam-deque-0.8.6,__calibration__,calibration,12.970,0.7064212513333333,0.15765910586743193,0.663780189,0.574468502,0.8810150630000001,3,2026-09-23T20:29:16Z,2158117.3,0,0,4,0
visit-fix-bsan,crossbeam-deque-0.8.6,__concurrent__,success,12.970,13.116175742666668,1.7772865158745474,12.930611992,11.438951423,14.978963813,3,2026-09-23T20:30:16Z,2158117.3,23,35,4,0
visit-fix-bsan,socket2-0.6.4,__calibration__,calibration,10.042,0.235128855,0.02010620209051119,0.24562401900000003,0.211946725,0.24781582100000002,3,2026-09-23T20:29:11Z,2158117.4,0,0,4,0
visit-fix-bsan,socket2-0.6.4,__concurrent__,success,10.042,0.2615083283333333,0.01157455724716692,0.257746154,0.25228289000000004,0.274495941,3,2026-09-23T20:29:12Z,2158117.4,10,10,4,0
visit-fix-bsan,crc32fast-1.5.0,__calibration__,calibration,11.016,0.7040792963333334,0.45638921244714586,0.478525358,0.40438180700000004,1.229330724,3,2026-09-23T20:29:13Z,2158117.5,0,0,4,0
visit-fix-bsan,crc32fast-1.5.0,__concurrent__,success,11.016,9.406687185666668,1.2373694017786352,9.542960342,8.106822043,10.570279172,3,2026-09-23T20:29:54Z,2158117.5,5,5,4,0
visit-fix-bsan,encoding_rs-0.8.35,__calibration__,calibration,11.079,0.2972669346666667,0.04337446128599722,0.275994312,0.268635568,0.34717092400000005,3,2026-09-23T20:29:41Z,2158127.0,0,0,4,0
visit-fix-bsan,encoding_rs-0.8.35,__concurrent__,success,11.079,15.724137995,0.419381771663897,15.928502224,15.241748678,16.002163083,3,2026-09-23T20:30:46Z,2158127.0,137,137,4,0
visit-fix-bsan,bincode-2.0.1,__calibration__,calibration,42.845,1.2055752943333333,0.040524471492076684,1.213629436,1.161628543,1.241467904,3,2026-09-23T20:29:59Z,2158127.1,0,0,4,0
visit-fix-bsan,bincode-2.0.1,__concurrent__,success,42.845,4.937589101,0.04346161539482205,4.959211088,4.887557204,4.965999011,3,2026-09-23T20:30:19Z,2158127.1,59,59,4,0
visit-fix-bsan,lazycell-1.3.0,__calibration__,calibration,2.305,0.1926585926666667,0.0030101354858418495,0.192776247,0.18959135500000002,0.19560817600000002,3,2026-09-23T20:29:11Z,2158127.2,0,0,4,0
visit-fix-bsan,lazycell-1.3.0,__concurrent__,success,2.305,0.37007999,0.0024103601857450685,0.36942191,0.368067015,0.372751045,3,2026-09-23T20:29:13Z,2158127.2,28,28,4,0
visit-fix-bsan,concurrent-queue-2.5.0,__calibration__,calibration,26.147,0.6583832943333334,0.015078787559677415,0.6508660150000001,0.648540915,0.6757429530000001,3,2026-09-23T20:29:33Z,2158127.3,0,0,4,0
visit-fix-bsan,concurrent-queue-2.5.0,__concurrent__,success,26.147,4.069538074333333,0.3329508145123993,4.07530664,3.733740458,4.399567125,3,2026-09-23T20:29:50Z,2158127.3,13,31,4,0
visit-fix-bsan,thread_local-1.1.9,__calibration__,calibration,26.177,0.3504258616666667,0.0026923120304712814,0.349043049,0.34870595800000004,0.35352857800000004,3,2026-09-23T20:29:42Z,2158127.4,0,0,4,0
visit-fix-bsan,thread_local-1.1.9,__concurrent__,success,26.177,0.6062821716666668,0.019792213574538017,0.600349137,0.590135054,0.628362324,3,2026-09-23T20:29:44Z,2158127.4,8,8,4,0
visit-fix-bsan,utf8_iter-1.0.4,__calibration__,calibration,6.709,0.2006215736666667,0.030590058228476456,0.18667682000000002,0.17948862100000001,0.23569928,3,2026-09-23T20:29:04Z,2158127.5,0,0,4,0
visit-fix-bsan,utf8_iter-1.0.4,__concurrent__,success,6.709,0.1877552436666667,0.00317450365225846,0.18735580200000002,0.18479936500000002,0.191110564,3,2026-09-23T20:29:05Z,2158127.5,2,2,4,0
visit-fix-bsan,gimli-0.33.0,__calibration__,calibration,53.235,0.3989586956666667,0.003389397343384855,0.39900659400000005,0.395545603,0.40232389,3,2026-09-23T20:30:08Z,2158118.0,0,0,4,0
visit-fix-bsan,gimli-0.33.0,__concurrent__,success,53.235,27.506877934666665,0.42446656660394166,27.749276217,27.016755806,27.754601781,3,2026-09-23T20:31:58Z,2158118.0,477,477,4,0
visit-fix-bsan,brotli-8.0.3,__calibration__,calibration,165.125,0.32412653,0.008004359412539968,0.32008664600000003,0.318947217,0.33334572700000004,3,2026-09-23T20:31:45Z,2158128.0,0,0,4,0
visit-fix-bsan,brotli-8.0.3,__concurrent__,prerun_failed,165.125,,,,,,3,2026-09-23T20:40:36Z,2158128.0,126,33,4,0
visit-fix-bsan,ansi_term-0.12.1,__calibration__,calibration,10.249,0.2240433546666667,0.009282951940420758,0.221669314,0.216177964,0.23428278600000002,3,2026-09-23T20:29:17Z,2158128.1,0,0,4,0
visit-fix-bsan,ansi_term-0.12.1,__concurrent__,success,10.249,16.929877147,0.8610960097426474,16.740777787,16.179046787,17.869806867,3,2026-09-23T20:30:27Z,2158128.1,58,58,4,0
visit-fix-bsan,subtle-2.6.1,__calibration__,calibration,10.020,0.29653251300000005,0.004166807917810846,0.294915494,0.293416583,0.30126546200000004,3,2026-09-23T20:29:12Z,2158128.2,0,0,4,0
visit-fix-bsan,subtle-2.6.1,__concurrent__,success,10.020,1.0722246093333334,0.02456742262502411,1.079259799,1.04490706,1.092506969,3,2026-09-23T20:29:16Z,2158128.2,28,28,4,0
visit-fix-bsan,siphasher-1.0.3,__calibration__,calibration,5.685,0.19745599933333335,0.022137633322273326,0.18643162500000002,0.18299515000000002,0.22294122300000002,3,2026-09-23T20:29:04Z,2158128.3,0,0,4,0
visit-fix-bsan,siphasher-1.0.3,__concurrent__,success,5.685,0.32084149033333337,0.0025565550824017554,0.31961807200000003,0.319126526,0.323779873,3,2026-09-23T20:29:06Z,2158128.3,13,13,4,0
visit-fix-bsan,dyn-clone-1.0.20,__calibration__,calibration,17.443,0.500556604,0.0075183967702548895,0.49943196100000004,0.49366388200000005,0.5085739690000001,3,2026-09-23T20:29:21Z,2158128.4,0,0,4,0
visit-fix-bsan,dyn-clone-1.0.20,__concurrent__,success,17.443,0.5416978723333333,0.010387721295841085,0.540637092,0.5318812430000001,0.5525752820000001,3,2026-09-23T20:29:23Z,2158128.4,7,7,4,0
visit-fix-bsan,addr2line-0.26.1,__calibration__,calibration,2101.150,0.7632049556666667,0.6618042955784058,0.38274471200000004,0.37948174500000004,1.52738841,3,2026-09-23T21:04:22Z,2158128.5,0,0,4,0
visit-fix-bsan,addr2line-0.26.1,__concurrent__,success,2101.150,0.3877818706666667,0.003504242358149947,0.389464717,0.38375364100000003,0.39012725400000003,3,2026-09-23T21:04:23Z,2158128.5,1,1,4,0
visit-fix-bsan,once_cell-1.21.4,__calibration__,calibration,12.473,0.27741953566666666,0.0077398702608404354,0.277201164,0.26979116200000003,0.285266281,3,2026-09-23T20:29:13Z,2158118.1,0,0,4,0
visit-fix-bsan,once_cell-1.21.4,__concurrent__,success,12.473,10.934822823333334,2.329317623466147,10.899259696,8.623490384,13.28171839,3,2026-09-23T20:29:58Z,2158118.1,74,74,4,0
visit-fix-bsan,num-bigint-0.4.6,__calibration__,calibration,12.357,0.8981088530000001,0.023115302956455766,0.891434775,0.8790648790000001,0.9238269050000001,3,2026-09-23T20:29:20Z,2158129.0,0,0,4,0
visit-fix-bsan,num-bigint-0.4.6,__concurrent__,prerun_failed,12.357,,,,,,3,2026-09-23T21:00:08Z,2158129.0,111,67,4,0
visit-fix-bsan,bit-vec-0.9.1,__calibration__,calibration,8.562,0.2686145426666667,0.004869070055065977,0.266339939,0.265299039,0.27420465,3,2026-09-23T20:29:12Z,2158129.1,0,0,4,0
visit-fix-bsan,bit-vec-0.9.1,__concurrent__,success,8.562,26.298319075666665,0.32868164440416414,26.376074688,25.937731506,26.581151033,3,2026-09-23T20:31:02Z,2158129.1,58,58,4,0
visit-fix-bsan,const-oid-0.10.2,__calibration__,calibration,22.868,0.529369463,0.014386138085215367,0.5219134630000001,0.520241841,0.5459530850000001,3,2026-09-23T20:29:30Z,2158129.2,0,0,4,0
visit-fix-bsan,const-oid-0.10.2,__concurrent__,success,22.868,43.64532203266666,1.4211753202800703,44.326213817,42.011806508,44.597945773,3,2026-09-23T20:32:22Z,2158129.2,26,27,4,0
visit-fix-bsan,unicode-normalization-0.1.25,__calibration__,calibration,6.202,0.205274486,0.007378647131646764,0.20435207600000002,0.19840041300000003,0.21307096900000003,3,2026-09-23T20:29:04Z,2158129.3,0,0,4,0
visit-fix-bsan,unicode-normalization-0.1.25,__concurrent__,success,6.202,42.605625976666666,0.3316421465724868,42.619605004,42.267215351,42.930057575,3,2026-09-23T20:31:57Z,2158129.3,13,13,4,0
visit-fix-bsan,either-1.16.0,__calibration__,calibration,11.026,0.22931089433333338,0.011365403318326297,0.229142441,0.21803065400000002,0.24075958800000002,3,2026-09-23T20:29:10Z,2158129.4,0,0,4,0
visit-fix-bsan,either-1.16.0,__concurrent__,success,11.026,0.5168188483333332,0.030973512183392934,0.501306539,0.496666498,0.552483508,3,2026-09-23T20:29:13Z,2158129.4,7,7,4,0
visit-fix-bsan,atomic-waker-1.1.2,__calibration__,calibration,28.061,0.46918888833333333,0.025498354166453727,0.48032451000000004,0.44001674500000004,0.48722541,3,2026-09-23T20:29:41Z,2158129.5,0,0,4,0
visit-fix-bsan,atomic-waker-1.1.2,__concurrent__,success,28.061,0.4622860203333334,0.004803231548172366,0.46449708700000003,0.45677544200000003,0.465585532,3,2026-09-23T20:29:43Z,2158129.5,1,1,4,0
visit-fix-bsan,arc-swap-1.9.1,__calibration__,calibration,44.656,0.6486100603333335,0.018312783022249018,0.655504045,0.6278508540000001,0.662475282,3,2026-09-23T20:30:07Z,2158118.2,0,0,4,0
visit-fix-bsan,arc-swap-1.9.1,__concurrent__,success,44.656,56.85885220766667,1.5983642206775392,57.054148539,55.171813376,58.350594708,3,2026-09-23T20:33:58Z,2158118.2,43,43,4,0
visit-fix-bsan,curve25519-dalek-4.1.3,__calibration__,calibration,34.733,1.3757207396666669,0.8078528258216061,1.7574897520000001,0.447736848,1.921935619,3,2026-09-23T20:29:48Z,2158130.0,0,0,4,0
visit-fix-bsan,curve25519-dalek-4.1.3,__concurrent__,prerun_failed,34.733,,,,,,3,2026-09-23T20:31:52Z,2158130.0,106,106,4,0
visit-fix-bsan,flate2-1.1.9,__calibration__,calibration,9.471,0.7046162316666668,0.014621631905714617,0.709523687,0.6881721580000001,0.7161528500000001,3,2026-09-23T20:29:15Z,2158130.1,0,0,4,0
visit-fix-bsan,tracing-core-0.1.36,__calibration__,calibration,7.075,0.6349940973333333,0.01708280162707225,0.636319916,0.617287017,0.651375359,3,2026-09-23T20:29:06Z,2158130.2,0,0,4,0
visit-fix-bsan,tracing-core-0.1.36,__concurrent__,success,7.075,0.9865357066666668,0.006523532828934466,0.987509889,0.9795798670000001,0.992517364,3,2026-09-23T20:29:11Z,2158130.2,26,25,4,1
